ID,birthdate,marital_status,car_use,gender,kids_driving,parent,education,car_make,car_model,car_color,car_year,claim_freq,coverage_zone,claim_amt,household_income
29-4585926,3/14/1980,Married,Private,Female,1,Yes,PhD,Toyota,Sequoia,Blue,2006,0,Rural,$6476.80,$192107.95
81-1459743,11/5/1985,Single,Private,Male,1,Yes,High School,Infiniti,Q,Yellow,2002,0,Suburban,$72081.07,$127218.30
04-4524590,6/19/1954,Single,Private,Male,0,No,Bachelors,Buick,LaCrosse,Maroon,2009,0,Rural,$23108.43,$173202.96
88-2895318,12/9/1990,Married,Private,Male,0,No,High School,Chevrolet,Malibu,Blue,1999,0,Highly Urban,$19995.81,$189471.33
52-7108386,3/30/1990,Single,Private,Male,0,No,High School,Volkswagen,GTI,Blue,1985,0,Rural,$81914.60,$154429.67
50-8995752,9/18/1957,Married,Private,Female,0,No,Bachelors,Scion,FR-S,Orange,2013,0,Highly Rural,$50728.84,$124548.71
78-3648254,10/16/1980,Single,Private,Male,1,Yes,Bachelors,Ford,Ranger,Green,2007,3,Highly Urban,$55042.77,$211967.58
83-4020853,8/31/1975,Married,Commercial,Male,0,No,Bachelors,Acura,RL,Goldenrod,2012,0,Highly Rural,$51471.29,$201427.48
12-2020158,9/27/1959,Married,Private,Male,1,Yes,High School,Infiniti,Q,Goldenrod,2005,0,Urban,$80063.87,$146598.16
77-7659041,8/28/1992,Married,Private,Female,0,No,High School,Ford,Transit Connect,Crimson,2011,2,Rural,$11256.26,$172352.52
17-5787418,8/9/1980,Married,Private,Male,0,Yes,Masters,Land Rover,Range Rover,Purple,1997,0,Rural,$9988.46,$106109.60
74-8463749,6/14/1989,Single,Private,Male,0,No,Masters,Hyundai,Santa Fe,Puce,2009,0,Suburban,$26472.22,$146486.52
70-7257530,10/1/1954,Single,Private,Female,1,Yes,Masters,Oldsmobile,Cutlass Supreme,Turquoise,1995,0,Urban,$3388.11,$70971.01
36-7312342,5/3/1952,Married,Private,Female,1,Yes,Bachelors,Volvo,S80,Purple,2000,0,Highly Rural,$27781.51,$159974.96
07-2992861,5/20/1970,Single,Private,Female,0,No,Bachelors,Dodge,Ram 2500 Club,Blue,1995,0,Highly Urban,$40873.64,$187596.87
17-6242684,2/6/1998,Divorced,Private,Male,0,No,High School,Audi,Quattro,Teal,1994,0,Rural,$35777.63,$83371.65
16-7868695,7/7/1991,Seperated,Private,Male,0,No,High School,Chevrolet,Colorado,Blue,2010,0,Rural,$87167.36,$157463.80
06-0565658,9/21/1994,Divorced,Private,Male,0,No,Bachelors,Oldsmobile,Intrigue,Pink,1999,0,Highly Urban,$70417.22,$122402.42
41-8144778,8/21/1982,Single,Private,Male,1,Yes,Masters,GMC,2500 Club Coupe,Violet,1997,0,Urban,$87388.28,$113534.66
21-0038825,11/15/1958,Married,Commercial,Male,0,No,Bachelors,Audi,Cabriolet,Turquoise,1998,4,Highly Rural,$25041.02,$152851.50
55-6929290,7/28/2001,Married,Private,Male,0,No,High School,Honda,Civic Si,Khaki,2003,0,Rural,$96613.29,$182235.65
33-6339175,4/12/1957,Married,Private,Male,0,No,Bachelors,Mercedes-Benz,CL-Class,Puce,2009,0,Highly Urban,$91242.98,$165385.34
37-0596242,4/21/1979,Married,Private,Male,2,Yes,High School,Toyota,Sienna,Yellow,2012,0,Suburban,$47119.06,$124242.34
50-4389181,4/9/1988,Single,Private,Female,1,Yes,Bachelors,Audi,S6,Turquoise,2007,3,Highly Urban,$47397.60,$226989.38
58-8767773,7/21/1962,Single,Private,Female,0,No,Bachelors,Mitsubishi,Sigma,Aquamarine,1989,4,Rural,$74460.44,$95157.44
56-3042813,4/4/2001,Married,Private,Male,0,No,Bachelors,Buick,Reatta,Maroon,1991,1,Highly Rural,$23118.10,$223461.99
28-0776582,11/29/1957,Single,Private,Male,0,Yes,PhD,Volkswagen,Cabriolet,Indigo,1992,0,Rural,$97897.97,$48337.63
72-2805101,3/21/1967,Married,Private,Female,1,Yes,Bachelors,Suzuki,Equator,Fuscia,2010,0,Suburban,$73883.94,$174152.69
42-6633014,3/16/1998,Married,Private,Female,1,Yes,Bachelors,Toyota,Corolla,Purple,2002,0,Suburban,$96584.96,$139972.86
55-7685743,3/26/1987,Single,Private,Female,0,No,Bachelors,Scion,xB,Teal,2006,0,Urban,$53650.14,$127183.76
39-5779326,9/1/1993,Married,Private,Male,0,No,Bachelors,Dodge,Challenger,Fuscia,2008,0,Highly Urban,$32369.38,$152520.91
41-7576623,3/1/1994,Married,Private,Female,1,Yes,Bachelors,Honda,Fit,Aquamarine,2011,0,Suburban,$51477.08,$186617.88
58-8444152,7/29/2002,Married,Private,Female,2,Yes,High School,Suzuki,Grand Vitara,Turquoise,1999,0,Suburban,$7866.03,$169900.85
93-3670851,2/14/1955,Divorced,Commercial,Female,2,Yes,PhD,Maserati,Quattroporte,Puce,2008,0,Highly Rural,$20034.94,$233652.52
23-4304906,3/11/1977,Single,Private,Male,2,Yes,PhD,Ford,Thunderbird,Purple,2005,0,Highly Urban,$17829.13,$228166.09
33-4479582,8/26/1976,Single,Private,Female,0,No,Bachelors,Chevrolet,Camaro,Teal,2002,4,Highly Rural,$33424.56,$238124.72
55-0696560,7/27/1991,Single,Commercial,Female,0,No,Masters,Toyota,Tacoma,Indigo,2011,0,Urban,$11438.01,$127469.47
85-7090983,3/27/1962,Married,Commercial,Female,0,Yes,High School,BMW,Z4,Khaki,2010,4,Highly Urban,$86057.83,$169551.21
84-6316602,9/13/1992,Married,Commercial,Female,0,No,Bachelors,Buick,Regal,Khaki,1995,2,Highly Urban,$91541.21,$130476.21
51-6115743,12/4/1975,Single,Private,Male,0,No,High School,Dodge,Ram Van 3500,Yellow,2001,0,Suburban,$59921.35,$122129.40
20-6306276,11/21/1949,Single,Private,Female,0,No,Masters,Mercedes-Benz,C-Class,Khaki,2001,0,Suburban,$49542.15,$195624.71
46-4408530,5/28/1953,Divorced,Private,Female,0,Yes,High School,Nissan,Versa,Purple,2010,0,Rural,$52727.42,$154524.93
24-1859470,11/10/1987,Married,Private,Male,1,Yes,Bachelors,Mitsubishi,Cordia,Crimson,1985,2,Highly Urban,$80430.38,$179157.76
08-8379683,8/17/1964,Divorced,Private,Male,0,No,PhD,Jeep,Grand Cherokee,Crimson,2006,0,Urban,$32205.72,$159943.37
68-1502872,6/2/1984,Single,Private,Male,0,Yes,PhD,Toyota,Solara,Teal,2002,0,Highly Urban,$98504.96,$116395.32
20-5189482,4/23/2002,Married,Private,Female,0,No,PhD,Acura,TL,Green,1996,0,Highly Urban,$68696.19,$143249.23
20-3745466,8/27/2000,Single,Private,Male,1,Yes,High School,Ford,F-Series Super Duty,Orange,2012,0,Urban,$4817.52,$157953.48
99-3554500,7/6/1977,Single,Private,Female,0,Yes,Masters,Ford,F-Series,Blue,2009,0,Urban,$34659.31,$133309.48
42-8245799,8/18/1951,Single,Private,Male,0,Yes,PhD,Volkswagen,Jetta,Puce,1994,4,Urban,$8419.16,$173526.19
08-9015960,9/12/1963,Married,Private,Male,0,No,High School,Hummer,H2,Pink,2007,4,Urban,$9899.31,$156699.84
68-4564107,4/24/1965,Married,Private,Female,0,No,PhD,Hyundai,Tiburon,Fuscia,1999,2,Suburban,$53919.34,$76831.61
72-8876852,4/3/1967,Married,Commercial,Female,0,No,High School,Mercedes-Benz,SL-Class,Turquoise,1991,3,Highly Urban,$19779.46,$123306.24
49-1298285,3/25/1951,Married,Private,Female,0,Yes,High School,Chevrolet,Lumina,Pink,2001,1,Rural,$48159.39,$109174.27
89-1447937,1/22/1964,Married,Private,Female,0,Yes,Masters,Acura,RL,Pink,1996,0,Urban,$83739.05,$113735.36
09-6571745,3/3/1970,Divorced,Commercial,Female,0,No,Masters,Buick,LeSabre,Teal,2005,2,Urban,$90928.02,$70361.02
11-1719441,4/1/1983,Divorced,Private,Male,0,No,Masters,Mitsubishi,Outlander,Blue,2005,0,Highly Rural,$75234.19,$150059.04
33-3280148,4/18/1994,Married,Private,Male,0,No,Bachelors,Hyundai,Accent,Indigo,2004,0,Suburban,$63671.12,$123157.31
92-5999947,9/30/1976,Married,Private,Male,0,No,Masters,Volvo,S40,Pink,2004,0,Rural,$22682.07,$177011.53
50-8995286,5/27/1989,Single,Commercial,Male,0,No,High School,Pontiac,Trans Sport,Yellow,1995,0,Rural,$68304.90,$120730.84
12-0392006,3/4/1978,Single,Private,Female,1,Yes,Bachelors,Mitsubishi,Eclipse,Mauv,2004,2,Suburban,$18909.67,$97762.35
49-1549540,10/26/1961,Divorced,Private,Male,0,No,Masters,Infiniti,JX,Fuscia,2013,0,Rural,$48824.62,$111693.72
39-7972509,4/20/1988,Single,Private,Female,2,Yes,High School,Honda,Civic,Crimson,1980,1,Suburban,$78633.55,$114622.75
36-4527567,12/7/1969,Divorced,Private,Male,2,Yes,High School,Buick,Century,Teal,2004,0,Suburban,$88811.86,$203213.66
42-5654976,11/14/1982,Seperated,Private,Male,1,Yes,High School,Volkswagen,Passat,Goldenrod,1986,1,Suburban,$33054.35,$153177.80
63-6681880,11/30/1992,Seperated,Private,Female,0,Yes,Bachelors,Ford,Bronco II,Mauv,1984,0,Suburban,$21565.95,$124519.23
10-4337258,7/15/2001,Divorced,Private,Male,0,No,Masters,Nissan,Sentra,Indigo,1998,3,Highly Rural,$61454.67,$164987.71
77-1869272,1/2/1973,Divorced,Private,Male,0,No,Bachelors,Pontiac,Solstice,Purple,2006,0,Suburban,$29914.57,$230045.26
51-5708662,6/24/1953,Married,Private,Male,0,No,High School,Scion,tC,Puce,2008,3,Highly Urban,$26371.73,$213840.29
00-2786996,5/12/1960,Single,Private,Female,1,Yes,High School,Saab,9-5,Violet,2000,0,Suburban,$49340.17,$158241.58
34-3970924,1/22/1977,Single,Private,Female,0,No,Bachelors,BMW,X5,Indigo,2011,0,Urban,$63018.99,$46912.90
85-5137029,10/31/1987,Single,Commercial,Female,1,Yes,Masters,Saturn,VUE,Orange,2002,0,Suburban,$43012.74,$159852.53
74-1772635,10/30/1953,Married,Private,Female,2,Yes,High School,Mazda,Mazda6,Turquoise,2005,0,Urban,$89998.52,$235544.19
95-3078380,9/18/1979,Single,Private,Male,1,Yes,Bachelors,Land Rover,LR4,Indigo,2012,0,Rural,$93061.92,$229232.99
93-0709267,7/31/1995,Single,Commercial,Male,0,No,Bachelors,Ford,Laser,Purple,1985,0,Rural,$36406.21,$181640.04
20-1505950,11/23/1973,Single,Commercial,Female,0,No,Bachelors,Jeep,Liberty,Red,2005,0,Urban,$25013.40,$51469.06
12-6069613,1/22/2001,Single,Commercial,Male,1,Yes,High School,Honda,Prelude,Indigo,1999,0,Suburban,$46744.60,$98747.69
09-1744938,9/20/1963,Single,Private,Female,0,Yes,Bachelors,Volkswagen,Fox,Crimson,1989,1,Highly Urban,$70859.58,$192940.81
59-9090570,9/28/1979,Single,Private,Male,2,Yes,PhD,Nissan,Sentra,Violet,1994,0,Rural,$68863.52,$75329.23
10-2276758,11/26/1986,Divorced,Commercial,Male,0,Yes,Masters,GMC,Canyon,Yellow,2005,2,Suburban,$86599.31,$134163.98
41-1644673,7/26/1973,Single,Private,Female,0,No,Bachelors,Mazda,Mazda3,Violet,2007,0,Highly Urban,$85868.18,$70914.28
43-0728386,5/11/1994,Married,Private,Male,0,No,Bachelors,Toyota,4Runner,Puce,2003,0,Highly Urban,$1684.04,$148630.17
78-2498839,12/29/1985,Single,Private,Male,0,No,Bachelors,Mercury,Sable,Turquoise,2002,3,Highly Urban,$46841.77,$140269.39
54-8754313,5/28/1988,Married,Private,Female,2,Yes,Bachelors,Pontiac,Grand Am,Pink,1992,0,Highly Rural,$61833.63,$248696.48
75-3796313,3/1/1974,Single,Private,Male,0,No,Bachelors,Mercury,Topaz,Orange,1988,0,Suburban,$71615.30,$72350.73
28-4582092,5/5/1959,Single,Commercial,Male,0,No,Bachelors,Chrysler,Concorde,Violet,2004,1,Urban,$14693.23,$187258.91
87-9235211,5/8/1957,Single,Private,Female,0,No,Bachelors,Mercury,Capri,Maroon,1993,4,Highly Rural,$46827.49,$248631.76
49-4933066,10/29/1988,Married,Private,Female,0,Yes,High School,BMW,525,Orange,2006,0,Highly Rural,$9776.82,$182417.65
62-0198325,5/15/1954,Single,Private,Female,0,Yes,Masters,Toyota,Tacoma Xtra,Fuscia,2002,1,Highly Urban,$74141.79,$79758.45
15-8407618,5/16/1980,Seperated,Private,Female,0,No,Bachelors,Mercedes-Benz,S-Class,Blue,2012,0,Rural,$25219.17,$230594.25
24-8194612,11/6/1983,Single,Private,Female,0,No,Bachelors,Isuzu,Hombre,Fuscia,1996,0,Suburban,$40793.94,$57571.61
48-9591428,3/22/1973,Single,Private,Female,0,No,PhD,Isuzu,Rodeo,Turquoise,1996,0,Highly Rural,$30568.33,$235094.27
91-6292307,6/21/1961,Divorced,Private,Male,0,No,Bachelors,Ford,Explorer,Yellow,1991,0,Highly Urban,$85020.00,$202008.12
30-4753158,7/22/1966,Married,Private,Female,0,No,High School,Mazda,929,Teal,1994,0,Urban,$38214.19,$122928.56
98-2802909,5/25/1966,Single,Private,Female,0,No,Bachelors,Lincoln,Mark LT,Violet,2006,1,Highly Urban,$60538.51,$233233.21
06-2433067,5/26/1992,Divorced,Private,Female,0,No,Bachelors,Mitsubishi,Diamante,Khaki,1998,0,Rural,$57686.98,$111555.61
16-2657789,5/23/1953,Divorced,Private,Female,0,Yes,Bachelors,Mazda,B-Series,Turquoise,1998,0,Suburban,$86779.59,$174120.99
22-1060219,7/22/1972,Married,Private,Female,0,Yes,High School,Lotus,Exige,Mauv,2010,0,Highly Urban,$1579.83,$117152.44
64-5286437,10/9/1957,Married,Private,Male,0,No,Bachelors,Dodge,Ram 3500,Red,1994,0,Highly Urban,$42672.75,$157790.12
90-0649821,12/12/1949,Married,Private,Female,0,No,Bachelors,BMW,X3,Goldenrod,2010,0,Suburban,$95818.51,$107735.18
89-3498371,5/28/1952,Married,Private,Female,2,Yes,High School,Saturn,VUE,Goldenrod,2003,0,Rural,$61511.89,$55407.19
42-1532893,9/30/1964,Single,Private,Male,0,No,High School,Chevrolet,Camaro,Violet,2002,1,Highly Urban,$37462.46,$234863.08
44-1777612,5/21/1964,Married,Commercial,Male,3,Yes,High School,Bentley,Continental GT,Maroon,2012,2,Urban,$96955.18,$52763.87
67-2884847,5/31/1983,Divorced,Private,Female,1,Yes,Bachelors,Mercury,Grand Marquis,Orange,1998,0,Highly Rural,$86014.66,$242974.97
93-9652114,3/29/1953,Married,Private,Female,2,Yes,High School,Porsche,911,Violet,1993,1,Highly Rural,$15631.81,$171466.66
57-1564123,3/22/1976,Single,Commercial,Male,0,No,Bachelors,Pontiac,Bonneville,Goldenrod,2004,3,Highly Urban,$98693.00,$245248.21
28-5788388,12/8/1983,Divorced,Private,Male,0,Yes,Bachelors,Infiniti,G37,Violet,2009,3,Highly Rural,$8503.53,$165080.62
34-7929705,10/23/1965,Married,Private,Male,1,Yes,High School,Ford,Fusion,Orange,2012,0,Rural,$33480.78,$86466.02
69-2587796,3/8/1989,Divorced,Private,Male,0,No,Bachelors,GMC,Yukon XL,Aquamarine,2006,0,Highly Rural,$51808.54,$208857.23
46-4932499,8/5/1991,Seperated,Private,Male,0,No,Masters,Chevrolet,G-Series G20,Orange,1995,0,Urban,$68440.82,$139077.73
51-6252852,9/10/1995,Seperated,Private,Female,0,Yes,Bachelors,Mercury,Cougar,Fuscia,1997,1,Urban,$77218.01,$241585.29
09-9298798,3/31/1969,Single,Commercial,Female,0,No,High School,Toyota,Supra,Turquoise,1998,0,Rural,$38021.38,$60456.93
13-4173089,10/16/1969,Married,Private,Male,0,No,Masters,GMC,Rally Wagon G2500,Crimson,1995,0,Suburban,$59501.05,$158524.85
87-7589881,6/3/1974,Single,Private,Female,2,Yes,High School,Mazda,CX-9,Teal,2012,0,Rural,$7417.92,$199416.60
09-2792036,8/19/2001,Married,Private,Female,0,No,Bachelors,Toyota,Solara,Yellow,2000,0,Rural,$37051.16,$196264.52
45-2600166,11/15/1970,Married,Private,Male,1,Yes,Bachelors,Lincoln,Navigator,Turquoise,2009,0,Rural,$1183.36,$178795.65
93-9059991,12/15/1990,Married,Private,Male,1,Yes,Bachelors,Ford,Mustang,Red,1984,0,Urban,$62647.18,$188670.93
19-7984352,6/19/1954,Single,Private,Female,3,Yes,High School,Ford,Club Wagon,Green,1998,1,Suburban,$93489.30,$53000.28
20-2301614,8/9/1957,Divorced,Private,Female,0,No,High School,GMC,Savana,Red,2006,0,Highly Urban,$47623.52,$184625.40
30-8154449,11/13/1949,Married,Commercial,Male,0,Yes,Bachelors,GMC,Savana 1500,Teal,2001,0,Urban,$96972.75,$160679.35
93-3898256,8/25/1965,Married,Private,Male,1,Yes,Masters,Buick,Electra,Green,1989,0,Urban,$32315.71,$46010.62
06-7813206,6/11/1950,Seperated,Commercial,Male,1,Yes,High School,Plymouth,Laser,Yellow,1991,0,Highly Urban,$91553.02,$238019.00
41-2307884,11/16/1957,Married,Private,Female,0,No,Bachelors,Subaru,Impreza,Aquamarine,2009,0,Highly Urban,$41793.18,$175998.09
44-5507309,2/16/2001,Seperated,Private,Female,0,No,High School,Bentley,Continental GT,Pink,2006,0,Urban,$47588.18,$108092.22
15-8156199,5/9/1950,Single,Private,Male,0,No,Masters,Honda,Fit,Indigo,2012,1,Urban,$21256.72,$220021.07
04-5392560,8/16/1953,Married,Commercial,Female,0,No,Masters,GMC,Yukon XL 1500,Yellow,2005,3,Highly Urban,$80608.19,$199045.06
41-8887596,4/15/1966,Single,Commercial,Male,0,Yes,Bachelors,Lotus,Esprit,Purple,2000,0,Highly Urban,$88883.30,$95224.43
94-8322882,5/18/1999,Divorced,Private,Female,0,No,High School,Aston Martin,Vantage,Fuscia,2010,1,Suburban,$47267.15,$177903.76
17-0609750,8/20/1981,Married,Private,Female,1,Yes,Bachelors,Mazda,626,Aquamarine,2001,1,Suburban,$37922.70,$54392.43
39-7936412,11/28/1955,Married,Private,Male,2,Yes,High School,Infiniti,QX,Fuscia,2005,0,Highly Urban,$7572.51,$51146.13
85-7407275,3/2/1982,Single,Private,Female,0,No,PhD,Peugeot,207,Red,2006,0,Rural,$10545.87,$117549.40
73-7722424,10/9/1995,Single,Private,Male,0,No,High School,Mercury,Mountaineer,Purple,2010,1,Urban,$77085.67,$104778.43
46-2991499,12/26/1982,Married,Private,Female,0,No,High School,Dodge,Dakota,Yellow,2010,1,Rural,$26358.63,$144445.77
57-6557672,2/3/1994,Single,Private,Male,2,Yes,High School,GMC,Jimmy,Green,1999,0,Highly Urban,$16477.88,$63635.77
71-2202764,11/19/1963,Married,Private,Female,0,No,High School,Chevrolet,Express 2500,Indigo,2005,1,Rural,$92561.07,$107379.24
74-8361930,6/14/1980,Divorced,Private,Female,3,Yes,Bachelors,Ford,Aerostar,Crimson,1987,0,Rural,$87072.04,$121481.01
26-4353368,10/1/1987,Divorced,Private,Male,2,Yes,Bachelors,Audi,A4,Mauv,2008,1,Suburban,$68683.04,$62887.22
20-3304553,6/11/1996,Seperated,Private,Male,1,Yes,Bachelors,Ford,F450,Turquoise,2012,0,Highly Urban,$10535.91,$76575.05
06-5138600,11/21/1986,Married,Private,Female,0,No,Bachelors,Aston Martin,Vanquish S,Goldenrod,2006,0,Suburban,$49903.95,$195923.24
25-7961188,12/27/1993,Divorced,Private,Female,0,No,Bachelors,Toyota,Echo,Turquoise,2001,0,Urban,$89881.50,$223142.21
27-2885686,10/13/2002,Married,Private,Female,0,No,Bachelors,Chevrolet,Malibu,Orange,2005,0,Urban,$49442.82,$146920.85
29-4969623,5/21/1980,Married,Private,Male,0,Yes,Masters,Porsche,911,Crimson,2008,0,Rural,$73034.76,$160663.70
74-7200340,5/12/1961,Single,Private,Female,1,Yes,High School,Mercury,Grand Marquis,Puce,1993,0,Highly Urban,$99096.38,$198960.33
67-3761718,6/16/1959,Single,Private,Female,1,Yes,High School,Pontiac,Parisienne,Yellow,1986,0,Suburban,$59961.57,$117574.64
73-4311437,1/26/1971,Married,Private,Female,0,No,High School,Bentley,Continental,Maroon,2008,0,Highly Rural,$83781.65,$95504.42
78-1190271,3/17/1974,Single,Commercial,Female,0,Yes,Bachelors,Infiniti,G35,Khaki,2008,0,Highly Rural,$66365.88,$87744.34
16-7585218,6/16/1959,Divorced,Private,Male,1,Yes,High School,Audi,TT,Puce,2005,4,Urban,$92934.84,$188222.71
63-8369612,5/14/1950,Single,Private,Female,0,No,Bachelors,GMC,1500 Club Coupe,Crimson,1995,0,Rural,$14764.65,$45316.87
04-2519032,5/29/1961,Single,Private,Female,0,No,Bachelors,Mitsubishi,Mighty Max,Green,1994,0,Urban,$23887.76,$216757.58
44-1305700,8/27/1994,Married,Private,Female,0,No,Bachelors,Bentley,Arnage,Yellow,2009,1,Urban,$84076.12,$127978.28
06-0529188,9/1/1973,Married,Private,Female,0,No,High School,Hyundai,Accent,Fuscia,1996,0,Highly Rural,$74210.95,$178110.22
72-3930406,9/7/1962,Married,Private,Male,0,No,Masters,Mitsubishi,Truck,Indigo,1991,1,Suburban,$56351.05,$47859.87
25-1183192,9/6/1979,Divorced,Private,Male,0,No,Bachelors,BMW,3 Series,Aquamarine,2000,3,Highly Rural,$23769.19,$203544.06
15-2757934,5/13/1962,Seperated,Private,Male,0,No,High School,Pontiac,Fiero,Yellow,1984,0,Highly Rural,$52776.29,$55336.98
24-4094852,5/20/1965,Seperated,Private,Male,0,No,High School,Toyota,Tacoma Xtra,Crimson,1996,1,Highly Rural,$86055.43,$203213.89
70-2823187,12/2/1973,Single,Private,Female,0,Yes,Bachelors,Saab,900,Red,1986,0,Highly Rural,$78880.08,$74081.87
60-9504915,12/1/1985,Divorced,Private,Female,0,No,Bachelors,Ford,Econoline E250,Puce,1994,0,Highly Urban,$67681.54,$115598.29
98-8578933,7/29/1997,Single,Private,Male,0,No,Bachelors,Mazda,CX-7,Turquoise,2011,1,Suburban,$10759.81,$116111.82
05-7092644,10/21/2000,Married,Private,Male,1,Yes,Masters,Volkswagen,Fox,Turquoise,1988,0,Suburban,$8137.99,$159337.23
38-5397352,4/9/1989,Married,Private,Male,0,No,Masters,Subaru,Outback,Violet,2012,0,Highly Urban,$11346.68,$85044.22
06-5652941,4/16/1996,Married,Commercial,Male,0,Yes,High School,Cadillac,Escalade EXT,Purple,2008,0,Suburban,$39287.81,$46907.00
73-9781370,8/11/1984,Married,Private,Female,2,Yes,Masters,Chrysler,Voyager,Aquamarine,2002,0,Highly Urban,$31787.45,$169875.15
87-7189514,6/18/1983,Single,Private,Female,1,Yes,PhD,Dodge,Ram 2500,Red,1994,0,Rural,$77849.40,$153010.58
75-2744963,3/16/1999,Single,Commercial,Female,0,No,Bachelors,Infiniti,G,Aquamarine,1999,0,Rural,$65221.18,$107739.05
04-4392878,3/14/1962,Single,Private,Male,0,No,Masters,Mercedes-Benz,SL-Class,Goldenrod,2009,1,Highly Rural,$91343.59,$179494.90
40-1889912,8/4/1978,Single,Private,Male,2,Yes,Bachelors,Oldsmobile,Silhouette,Khaki,1993,0,Urban,$25445.61,$238230.02
65-3234021,10/29/1980,Single,Private,Female,1,Yes,High School,Jeep,Wrangler,Green,1994,1,Rural,$35303.05,$154104.18
64-9020642,8/27/1974,Married,Private,Male,0,No,Bachelors,Buick,Roadmaster,Goldenrod,1996,0,Rural,$45584.97,$232874.19
38-2484965,11/18/1959,Single,Private,Male,0,No,Bachelors,BMW,5 Series,Mauv,2007,0,Urban,$10559.73,$93874.17
18-2552328,5/24/1964,Married,Private,Female,0,No,Bachelors,Mercury,Mountaineer,Pink,2005,0,Urban,$19047.85,$204438.82
75-6926545,3/10/1958,Single,Private,Male,0,No,High School,Infiniti,Q,Khaki,1996,0,Highly Urban,$2296.34,$161305.32
04-8669699,2/21/1965,Married,Private,Male,0,Yes,High School,GMC,Savana 1500,Goldenrod,2009,0,Suburban,$23323.85,$248395.06
95-8236288,2/7/1968,Single,Private,Male,1,Yes,PhD,Honda,Element,Crimson,2006,0,Rural,$8639.53,$103011.29
33-3609970,4/23/1959,Single,Private,Female,0,No,Bachelors,Jeep,Cherokee,Goldenrod,1992,0,Urban,$1453.47,$125623.81
06-7001697,5/10/1961,Single,Private,Female,1,Yes,Masters,Volvo,XC90,Orange,2003,0,Highly Rural,$94142.54,$198186.20
44-5304342,8/28/1996,Single,Private,Female,0,No,High School,Chevrolet,Citation,Khaki,1980,0,Highly Urban,$41690.95,$220626.35
43-9828916,1/22/1986,Married,Commercial,Male,0,No,Masters,Chevrolet,Express 3500,Puce,1997,4,Rural,$62762.93,$242752.75
97-7244358,4/20/1983,Married,Private,Female,2,Yes,High School,Ford,Mustang,Red,2005,0,Urban,$60759.93,$171592.93
02-1892181,5/28/1993,Single,Private,Male,0,Yes,Masters,Buick,Electra,Blue,1990,0,Highly Rural,$93710.81,$175784.93
02-8278423,4/23/1964,Married,Commercial,Male,2,Yes,PhD,Volkswagen,Jetta III,Indigo,1994,0,Highly Urban,$982.23,$214098.04
22-5756870,11/8/1975,Single,Private,Female,1,Yes,Bachelors,Toyota,MR2,Orange,1995,0,Rural,$68578.87,$133122.22
86-5232163,8/20/1994,Divorced,Private,Male,0,Yes,Bachelors,Volvo,C70,Goldenrod,2007,0,Rural,$43402.00,$212239.50
82-6669082,5/5/1998,Single,Private,Female,0,No,Masters,Dodge,Ram 3500 Club,Green,1997,1,Highly Rural,$62256.16,$219107.79
42-1711653,4/18/2002,Divorced,Private,Female,1,Yes,Bachelors,Aston Martin,DB9,Purple,2007,0,Highly Rural,$49426.23,$79322.54
86-3054326,5/26/1988,Married,Private,Male,0,Yes,Bachelors,Dodge,Journey,Fuscia,2011,0,Rural,$37710.30,$231303.86
20-5213465,10/10/1991,Married,Private,Male,1,Yes,High School,BMW,7 Series,Pink,2007,1,Highly Urban,$62323.53,$228091.23
26-3136729,5/12/1961,Married,Private,Male,0,No,Masters,Ford,Escape,Khaki,2008,0,Highly Rural,$1509.66,$59603.10
68-1344680,1/4/1963,Single,Private,Male,0,No,Bachelors,Ford,Courier,Aquamarine,1987,0,Highly Rural,$13697.36,$121377.92
55-5549571,4/20/1981,Married,Private,Male,1,Yes,Bachelors,Chevrolet,Suburban 1500,Aquamarine,1998,0,Highly Rural,$19850.65,$64833.84
53-1579384,11/16/1993,Single,Private,Female,2,Yes,High School,GMC,Terrain,Khaki,2010,0,Suburban,$27217.61,$232796.94
09-9431668,4/24/1986,Married,Commercial,Male,0,No,High School,Pontiac,Aztek,Blue,2002,0,Suburban,$43917.86,$245787.33
97-5726208,8/26/1965,Married,Commercial,Male,0,No,Bachelors,Toyota,Camry Solara,Teal,2006,4,Suburban,$4717.28,$56322.36
54-6921203,3/25/1962,Seperated,Private,Female,0,Yes,High School,Chevrolet,Bel Air,Green,1967,0,Urban,$7484.15,$153548.38
12-6599846,7/8/2002,Single,Private,Male,1,Yes,Bachelors,Chevrolet,Caprice Classic,Red,1994,1,Suburban,$3641.05,$190561.22
65-3961744,3/2/1966,Single,Private,Male,0,No,Masters,Nissan,370Z,Puce,2011,0,Suburban,$273.67,$98869.02
22-7716566,4/26/2002,Single,Private,Male,1,Yes,Bachelors,Audi,S8,Mauv,2006,0,Rural,$84016.20,$73893.17
01-8718963,7/8/1981,Single,Private,Female,0,No,Bachelors,Ford,F150,Yellow,2005,0,Urban,$82401.38,$85191.18
40-5714317,2/19/1996,Single,Private,Male,1,Yes,High School,Cadillac,Escalade,Green,2010,1,Suburban,$94828.40,$53536.24
00-0552323,5/15/1997,Married,Commercial,Male,0,No,Masters,BMW,M,Green,2001,2,Highly Rural,$16468.58,$192066.15
92-9121711,11/11/1997,Single,Commercial,Male,0,No,High School,BMW,760,Blue,2004,0,Urban,$67645.85,$121420.12
